,sentiment,categories,urgency,risks,additional_info
367,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment']",Non-Immediate,[],"Manchester to New York JFK via Heathrow was enjoyable from start to finish. Admittedly the Boeing 777 was showing its age and would benefit from some TLC! However the connections were on time, cabin crew were friendly, helpful and efficient. My wife and I thoroughly enjoyed the food on offer. Prior to the trip I was concerned about using BA again after 30 or more years of happily using other airlines. I was very happy with everything. If I'm picky about anything it would be that the strange yin-Yang seats in Club World were narrow at the shoulder for me, but once in the lie flat position I found the seat very comfortable. AVOD was a bit slow and clunky but did work, screen a bit smaller and duller than comparable screens I've used with Air France"
368,Negative,"['in-flight service', 'baggage handling', 'seating', 'entertainment']",Non-Immediate,[],
369,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'staff behavior', 'delays']",Non-Immediate,[],                 
370,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior']",Non-Immediate,[],"British Airways never fails to surprise. I find the business lounge in Geneva quite reasonable and on this last occasion was impressed with the manner in which the Lounge Manager handled a cranky passenger who was accusing him of destroying her favourite newspapers. Then, once on-board, I discovered that Business Class on some of BA's European routes have a seat-pitch that almost prevents gaining entry to the window seats! For those used to flying Qantas domestic economy in Australia think of a forward seat in economy with the middle seat kept empty: and that's it! On the other hand, service and food was excellent and the flight crew commentary was superb. BA have an excellent in-flight magazine."
371,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment', 'cleanliness']",Immediate,[],
372,Positive,"['in-flight service', 'seating', 'staff behavior']",Non-Immediate,[],
373,Negative,"['in-flight service', 'baggage handling', 'ticketing', 'staff behavior', 'delays', 'entertainment', 'safety']",Immediate,[],
374,Negative,"['in-flight service', 'seating', 'delays']",Non-Immediate,[],
375,Positive,"['in-flight service', 'baggage handling', 'delays']",Non-Immediate,['disaster'],
376,Positive,"['in-flight service', 'ticketing', 'seating', 'entertainment']",Non-Immediate,[],
377,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'cleanliness']",Non-Immediate,[],
378,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'entertainment']",Immediate,[], 
379,Positive,"['in-flight service', 'seating', 'staff behavior', 'delays', 'entertainment']",Non-Immediate,[],
380,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays']",Immediate,[],
381,Negative,"['ticketing', 'seating', 'delays']",Non-Immediate,[],"Terrible. Flight time is well over 2 hours. Seating is like Ryanair, but we are talking BA Club Europe. Which genius decided that 30 inch is sufficient for premium passengers? No idea what to do with my legs. It's impossible to use my laptop. This is not business class. Very uncomfortable flight, especially for the money I paid. BA - rethink!"
382,Positive,"['in-flight service', 'baggage handling', 'seating', 'staff behavior', 'delays', 'entertainment', 'cleanliness']",Non-Immediate,[],"British Airways state that you can check in for free. When I checked availability 24 hours prior to the flight, there were only three seats available for the three of us. I also like to have a window seat however only available seats were aisle seats in C or J. Due to online check in, I had only the option to select an aisle seat. At T5 at LHR I spoke to BA customer services who advised that depending on how much you pay for the seat, only certain seats will appear available - in short, the less you pay, you get only the less popular seats with some not being available. This is apparently a new policy and the staff member said it has led to many complaints from customers. The aircraft was a 747-400 reg G-CIVV built in 1998. The aircraft had been renovated a couple of years ago and had new seats and LED lighting. However the aircraft tables were not clean, leg room was poor and the 747 is  an embarrassment . These are the words of a cabin crew member, not me. True - the 747 is an embarrassment when compared to the new airliners. Cabin crew were very friendly however were not widely seen, only towards the start of the flight. Food was ok - veg lasagne and a nice choc mousse. However only one meal followed towards the end of the flight by a fun size chocolate bar and undrinkable coffee. BA wake up - look to see what the competition is doing aircraft wise and sort out your unfair check in policy."
383,Negative,"['in-flight service', 'baggage handling', 'ticketing', 'staff behavior', 'delays']",Non-Immediate,[],
384,Negative,"['in-flight service', 'ticketing', 'staff behavior', 'delays', 'entertainment']",Immediate,[],
385,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays']",Immediate,[],
386,Negative,"['baggage handling', 'ticketing', 'staff behavior', 'delays']",Non-Immediate,[],
387,Negative,"['ticketing', 'seating', 'delays']",Immediate,[],
388,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment']",Immediate,"['threat', 'threatening']", 
389,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment', 'safety', 'cleanliness']",Non-Immediate,[],
390,Negative,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment']",Non-Immediate,['severe'],
391,Positive,"['baggage handling', 'seating', 'delays', 'cleanliness']",Non-Immediate,[],"Don't ever fly with British Airways! We went Cancun for our honeymoon, and on the way there they seated my husband at the opposite end of the plane - only 48 hours of being married. When we arrived in Cancun our bags didn't make it there, so we had to wait 4 days for our bags and go out and buy some clothes. Travelling back they lost them again, so not only did they lose our bags once but twice and had to wait 4 days again for them. I advise anyone reading this to not waste your money."
392,Negative,"['baggage handling', 'ticketing', 'delays']",Immediate,[],
393,Positive,"['baggage handling', 'ticketing', 'delays']",Immediate,[],
394,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment', 'safety', 'cleanliness']",Non-Immediate,[],
395,Positive,"['in-flight service', 'baggage handling', 'staff behavior', 'delays', 'entertainment', 'cleanliness']",Immediate,[],"An early morning British Airways flight from Gatwick to Salzburg, at 06:45. Train connections from London Victoria are infrequent at this time. Train station is in South Terminal while British Airways check in counters at North Terminal. Very crowded shuttle transfer for this, but check in was efficient. Very crowded terminal building. Flight delayed due to fog but arrived on time at Salzburg. Airplane interior was old but clean. Breakfast box was disappointing as the sandwich looked like it had disintegrated, but good service from cabin attendants. No jet bridges at Salzburg and bus transfers from plane to terminal building. Very efficient border control and baggage reclaim."
396,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment']",Non-Immediate,[],
397,Negative,"['in-flight service', 'baggage handling', 'ticketing', 'staff behavior', 'delays', 'entertainment']",Immediate,[],
398,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment', 'cleanliness']",Immediate,[],
399,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment']",Immediate,[],"I am a regular user of BA and generally find the airline to be OK but not outstanding. This flight was fairly full , departed on time and check in was very quick. In my opinion the 747 fleet of BA needs either replacement of extensive refurbishment, these aircraft are all old and look it in the interior. The seats were past their prime and quite uncomfortable. The food offering was very poor, no fresh items either at dinner or for breakfast. Staff were OK, punctuality was good and baggage delivery although not fast was acceptable. Inflight entertainment was good but the TV screens are from a previous age with quite poor quality"
400,Positive,"['in-flight service', 'ticketing', 'seating']",Non-Immediate,[],
401,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays']",Non-Immediate,[],"Booked a hand luggage only fare at short notice so it was pricey. Allocated a decent seat but amazed at charge of €26 to change it so didn't bother. Flight seemed to be full of families split up probably for the same reason. A ripoff. Flight was late, usual excuse of late arrival from a previous flight. Flight deck crew affable. Food and drink good and free, a bonus. Cabin attendants, an older purser up front a bit patronising. The two in economy were really going through the motions, no eye contact and perfunctory service. 1 drink served in a 2.5 hour flight. For the last hour the two at the back were eating Club Europe meals which I saw them bring from the front. This was BA2591 on 22 July. Not great."
402,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment', 'cleanliness']",Immediate,[],"Our first time flying to Dominican Republic and found the best deal with British Airways and the benefit was it is a direct flight from Gatwick to Punta Cana. On the outbound flight, the plane was half empty, so it was nice and spacious. The BA Boeing 777 is an outdated plane which has been used in their fleet for many years and has not had a refurb I would say in about 10+ years - I suppose this is why the flight was so cheap. The staff on board were friendly and efficient. The seat pitch is large so I could sit for 9+ hours comfortably, the seats despite the plane being old, were comfortable and not showing signs of wear. The entertainment system is what shows the age of the plane, one of the smallest screens in the industry. They are very small, and the anti-glare screen is hard to see from you need to keep adjusting the brightness of the screen throughout the movie. The range of movies was good. Food was ok nothing special and not really a choice."
403,Positive,"['in-flight service', 'staff behavior', 'entertainment']",Non-Immediate,[],
404,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment']",Non-Immediate,[],
405,Positive,"['in-flight service', 'baggage handling', 'seating', 'staff behavior', 'delays', 'entertainment']",Immediate,[],
406,Positive,"['in-flight service', 'baggage handling', 'delays']",Non-Immediate,[],"Bangkok to London. First time flown with British Airways and the last. Service was slow, IFE is poor to say the least compared to other airlines, and to be honest the last time will use them. Check in was fine as done most of it online myself, boarding ok. On value for money I would recommend another carrier."
407,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment', 'safety', 'cleanliness']",Immediate,[],"I paid for myself to get a First upgrade for my return, as the British Airways Club World seats are not great for this long trip. The new First product is excellent. The service was greatthe seats comfortable, inflight entertainment very good, and the food was well presented, with a good choice of wines. I slept well, and actually enjoyed the journey - one I do very regularly on other carriers but chose BA this time for a change. Bags were tagged as priority but in Sydney they came out after about 120 other pieces of luggage, meaning I nearly missed my onward connection to Melbourne. Staff gossip in the galleys - it's a flimsy curtain and I don't want to hear about staff boyfriend troubles, holiday plans, or crew roster. Cleanliness of the toilets is the responsibility of the staff to monitor, but in First the toilets are too cramped, and I ended up wiping the toilet floor myself with tissues and sanitary wipes because I didn't know what that liquid on the floor was. While safety and the journey are the most important things, it's these  Attention to detail  items that make or break the service experience. BA ground crew, ticketing agents, cabin crew, pilots are commendable, but British Airways needs to help them to get the service right."
408,Negative,"['ticketing', 'delays']",Immediate,[],
409,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'entertainment']",Non-Immediate,[],
410,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays']",Non-Immediate,[],
411,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays', 'cleanliness']",Non-Immediate,[],LHR-SIN on A380. First Class Seat 1K. Crew unprofessional most of the time forgot seat 1K existed with no welcome drink until 15 mins had passed no water top up until I asked (3 times) forgot wine match with first course and everything handed out with  ok?  as a comment. New tasting menu was very good. Had a flight in business with CX a few days later and the food quality crew and overall service was another league - far outshone BA. The BA First product is a waste of money and crew need a re-train.
412,Negative,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays']",Non-Immediate,[],
413,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment']",Non-Immediate,[],
414,Positive,"['baggage handling', 'seating', 'entertainment']",Non-Immediate,[],
415,Negative,"['baggage handling', 'ticketing', 'seating', 'entertainment']",Immediate,[],"Booked flights with British Airways rather than a budget airline as thought they would be more reliable. We were returning from an overnight flight from the Dominican Republic and transfering to a domestic flight with BA. We arrived at BA's check in desk at 6am for our 9am flight, hoping to just drop our bags and relax until take off. When we arrived at check in we were advised the flight had been over booked and we would have to go on stand by. When we asked how can this be, we were advised by a manager that all airlines do this and check the small print. We stated as these flights had been bought and paid for over 6 months previous, so wanted to know how BA could re sell our seats, manager just kept repeating company policy. Manager stated we had to stay on stand by. As things turned out we did get stand by seats at the very last minute. I am appalled with the way this was handled and will not be using them again - buyer beware."
416,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'delays', 'entertainment']",Non-Immediate,[],"We were delayed going out from Heathrow to Bangkok, but were notified by British Airways before our journey to the airport. The seats were reasonably tight but being Economy I expected that, the plane was freezing both there and back, every one was given a blanket so wrap up warm. The film choice wasn't good, and don't book seats next to the toilets, seat row numbers in the 20's you will always get served last, and they do run out."
417,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment']",Immediate,[],
418,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'staff behavior', 'delays']",Immediate,[],"Gatwick to Marrakech. The British Airways lounge at the airport has been closed for some time and therefore they are sharing the paid for No 1 lounge. It's overcrowded, me and my family couldn't get in to use it. The check in staff apologised about it, so they clearly know the problem. BA should inform the customer prior to booking that they are not able to provide the full service. British Airways customer services response was to inform me of their future plans, not very helpful. I would not recommend flying business class short haul out of Gatwick. Save your money and fly with someone else."
419,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'entertainment']",Immediate,[],"A mediocre service on this airline flying from London Heathrow to Stuttgart, which was to be expected given my prior flights with them. Check-in process was fine at Heathrow. After security, I went to the first class lounge on the south side of Heathrow terminal 5. The lounge had no air conditioning and so was very hot as it was a fairly warm day outside - this made it quite uncomfortable. The hot food selection was poor - everything was very liquid based and looked unappetizing. There were a few bland sandwiches available as well. While the lounge itself is in a beautiful, large room, it is really let down by the lack of good food and service. Boarding process was seamless at the gate. The plane had been recently renovated but the seats were highly uncomfortable. There is very little legroom available and if you're taller than 5'11 , you're knees will likely be touching the seat in front of you. Food offering was very limited with only a small bag of chips on offer and one drink. Flight attendants were courteous but didn't really go beyond the minimum. No inflight entertainment or wifi whatsoever was available, which is really a disappointment given that so many other airlines are now installing this. Overall, the trip was fine but the onboard and lounge experiences could be improved."
420,Positive,"['in-flight service', 'ticketing', 'staff behavior', 'delays', 'safety']",Immediate,['liability'],
421,Negative,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'delays', 'entertainment']",Non-Immediate,[],Glasgow to Lisbon via London Heathrow with British Airways. Checked in on time but informed as we were about to board that there would be a delay of 1 hour. Once on board the delay became over 2 hours and we missed our connecting flight to Lisbon. Were booked on the next flight but could not get seats together in club Europe despite the high fare paid. The  meal  comprised 3 sandwiches and a stodgy cake. Arrived in Lisbon several hours late. Pathetic. No one in London to tell us what was happening until we arrived in the terminal 3 lounge.
422,Negative,"['in-flight service', 'ticketing', 'seating', 'delays']",Non-Immediate,[],"British Airways Economy on a Boeing 777, London to Bangkok. The seat was terrible, had the IFE release knob wedged in my leg for 12 hours and a food tray that could not open so unable to eat. Stewardess asked if I would like to put food tray on my lap. The seat was not fit for purpose."
423,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment', 'cleanliness']",Non-Immediate,[],
424,Negative,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'entertainment']",Non-Immediate,[],"Miami to Manchester via London Heathrow, and from the first flight on 28th December until our return from Miami on 12th January, our flights and issues with British Airways were dreadful. Zero customer service, change of planes, awful food, rude Staff, and lost luggage - British Airways made a lasting impression on our Xmas holiday. My family and I have been fortunate to fly with other major airlines and never experienced anything like this. We spent extra money on upgrading our seats to Premium Economy and the service was appalling. We would not recommend BA to anyone, and felt so strongly about the lack of service, we felt compelled to write this blog."
425,Negative,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'delays', 'entertainment']",Immediate,[],
426,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays', 'cleanliness']",Immediate,[],
427,Negative,"['in-flight service', 'ticketing', 'staff behavior', 'delays']",Non-Immediate,[],
428,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'staff behavior', 'delays', 'entertainment', 'safety']",Non-Immediate,[],
429,Positive,"['in-flight service', 'seating', 'staff behavior', 'delays', 'entertainment']",Immediate,[],
430,Negative,"['in-flight service', 'baggage handling', 'ticketing', 'staff behavior', 'entertainment']",Immediate,[],
431,Negative,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays']",Immediate,[],"Milan Malpensa to London Heathrow with British Airways. 1.25 hrs standing in queue to check in due to  new system installed last month running slow . So why no extra staff to cope with this? Plane then cancelled 30 mins after time, due to technical issue. No systems in place to cope with the size of what then needed to be done. Everyone had to re-claim baggage, exit via passport control and queue at service desk to re-book. Unbelievably, desk staffed by only one person. People with onward connections were being given priority so their journey could be re-planned but each of these took 10 to 15 mins to process, with a line of 100+ people waiting behind. Thus by the time one person had been served another had been prioritised to front of queue, meaning that the queue was effectively not moving. Over 3 hours later a third of the queue was still standing in line waiting to be processed. It was only the self-discipline of those in the queue that prevented this descending into total chaos. Why not two terminals so the onward travellers could be dealt with separately from those with simple needs? Why no seating and no queue management system? Pathetic response to what must be a an occasional problem. Then had to re-present to re-check-in again via their slow 'new system' and go again through security (mercifully top class) and passport control for evening flight. Those who'd queued longest stayed in hotel to travel next day. No meal vouchers offered. No compensation details offered, tho given when asked for."
432,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment', 'safety']",Immediate,[],
433,Negative,"['baggage handling', 'ticketing', 'seating', 'staff behavior']",Non-Immediate,[],
434,Negative,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays']",Non-Immediate,[],
435,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'staff behavior', 'entertainment']",Immediate,[],
436,Positive,"['in-flight service', 'ticketing', 'staff behavior', 'delays', 'entertainment']",Immediate,[],
437,Negative,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment']",Immediate,['serious'],"I regularly travel British Airways to LCY and LHR and found them to be nothing more than a glorified Ryanair in terms of service. I also flew a longer sector (Kiev to London) last week and it was awful. On the A319 they only have 1 toilet at the rear of the plane for all economy passenger. On a 4 hour flight this resulted in massive queues discomforting passenger on the last 4-5 rows as well as long waits for those actually using the loo. The food was horrendous (Chicken Kiev!) and the air hostesses were surly, abrupt and really uninterested and unfriendly. I don't want them to do the fake smile and friendliness thing, but these girls and guys were genuinely unhappy and unfriendly. As for my regular weekly or biweekly flights between Dublin and LCY or LHR, the E170 service to LCY is ok, it's punctual, and you get a stale croissant for breakfast on it. What really annoys me is how British Airways treats its frequent flyers, makes it impossible to get any meaningful benefit from BA despite having travelled numerous times with them (every other week at least!) and paid hundreds of pounds in fares that are usually well above the competition. They also have this  seat selection  fee for their bronze members if they book a hand luggage only fare. They cite that these fares are there to make it competitive but they really are not anywhere near competitive on routes they sell from Dublin and the treatment of regular flyers and bronze members leaves a lot to be desired (it's basically meaningless: I would have far better service on Cityjet or Aer Lingus which both server those routes, for a lower fare, while being able to choose my seat for free at check-in time). As a result, I am seriously considering my use of British Airways."
438,Positive,"['in-flight service', 'ticketing', 'staff behavior', 'delays']",Non-Immediate,[],
439,Negative,"['in-flight service', 'baggage handling', 'staff behavior']",Non-Immediate,[],
440,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment', 'safety']",Immediate,[],
441,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'staff behavior', 'delays', 'entertainment']",Immediate,[],"London Gatwick to Amsterdam. I was bumped off this British Airways flight as a result of a change of plane, to an A319 I gather. The process was not well handled, and it appeared that some staff and/or standby passengers were given priority, although others also missed out I understand. The main issues were lack of clarity at the airport as to what the issue was, last-minute confirmation of offloading (which left us short of time to take another flight), a poor process for transferring airports (I had to bus from Gatwick to Heathrow), and poor follow-up when I queried matters afterwards. BA refused to state whether staff or standby passengers had been prioritised, repeatedly citing privacy. I checked with a friend who's a UK privacy legal specialist, and this applies to individuals but not to categories such as staff or standby, so it appears to be a refusal by BA to respond. I also raised the transfer with BA, as this involved further queueing to turn a voucher into a ticket, which meant I missed a transfer bus. Better to issue a ticket, or a voucher that can be used on any service that day, with BA to arrange it so with the bus company. On the positive side, I was compensated per the rules, and did make a BA flight later that day, which was OK. Nonetheless, this could have been handled much more smoothly, and I'm afraid British Airways customer service on the ground and in follow-up let them down."
442,Negative,"['in-flight service', 'ticketing', 'seating', 'delays', 'entertainment', 'cleanliness']",Non-Immediate,[],
443,Negative,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'cleanliness']",Non-Immediate,[],
444,Negative,"['in-flight service', 'baggage handling', 'staff behavior', 'delays', 'entertainment']",Non-Immediate,[],
445,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'staff behavior', 'delays']",Immediate,[],
446,Positive,"['in-flight service', 'baggage handling', 'delays']",Immediate,[],"Completely unimpressed with British Airways. They lost my luggage on a flight from Dublin to London. When I informed them, they did not apologise but assured me I would have my bag by that afternoon. I was lucky my air BnB provided me with a towel and toiletries. I had not heard from them by 6pm and was told to wait until they contacted me. I then got a message at 8pm at night to say they had found my bag and the courier was picking it up at 10pm and then it would be delivered. So I specifically stayed home that night And finally decided at midnight they were not going to deliver it so went to sleep. I woke up and called British Airways at 9am to ask when it was going to arrive and where was it as I got a message saying it was being picked up at 10pm the night before so had stayed home. They said to call the courier company. I then called the courier company and they said that it was a mistake and they would never deliver a bag that Late at night. They then said the driver had a late night so wouldn't arrive until lunch time that day. so I went out for the morning and returned to my apartment at lunch. I then received a message at lunch time that said they would actually not arrive until sometime between 3 and 5pm that afternoon. I called to see if I could get a more specific time or they could tell me when they were on the way. They said no, and that I would have to wait at my apartment for two hours and to call at 6pm if my bag had not arrived. This was ridiculous. I am so lucky my air BnB hosts supplied me with towels and a toothbrush and that I had money to go out and buy clothes for the day. So unimpressed with British Airways and their disorganisation with my bag. I understand bags are lost but to be told that it was coming at three different times and also the fact that British Airways decided it had nothing to do with them anymore and to contact the courier company was a joke. They were the ones who lost the bag in the first place on a 50 minute flight with no transfers."
447,Positive,"['ticketing', 'staff behavior']",Non-Immediate,['risk'],
448,Positive,"['in-flight service', 'staff behavior']",Non-Immediate,[],
449,Positive,"['in-flight service', 'seating', 'staff behavior', 'delays', 'entertainment', 'cleanliness']",Immediate,[],
450,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'delays', 'entertainment']",Non-Immediate,[],"British Airways, Athens - London Heathrow - Los Angeles and return. Shorthaul - it seems the drink service is less often than usual compared to previous BA flights. The new slimline seats feel more spacious, but in my opinion it has less padding compared to the old ones. Food quite good, pilots great as always. Longhaul - Upperdeck A380. Food main courses quite decent but the snacks inbetween and in the galley absolutely terrible. Seats feel very cramped on the A380 in economy class. Also unacceptable to charge so much to choose seats. A380 always seems to have a delayed departure (plane too big for its own good?) Entertainment fairly good. Will be interesting to compare with the competition, as plan on trying another airline next time."
451,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment', 'safety']",Immediate,[], 
452,Negative,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'delays']",Immediate,[],"Shocking. There is nothing good to say about this trip: - People with 3 pieces of hand luggage were allowed to board. Business Class seat pitch is tiny, there is insufficient space to work. Catering at this 15.30 hrs departure was a plate with 3 finger sandwiches, that was it for a 2 hour and 10 minute flight in Business Class. Moving map did not work. Plane parked far away from the terminal amongst cargo planes, bus only departed once all people had disembarked. No priority Business Class bus. Altogether a terrible experience. Going forward: TAP - you have my business."
453,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'entertainment']",Immediate,[],
454,Negative,"['in-flight service', 'baggage handling', 'ticketing', 'staff behavior', 'delays']",Immediate,[],
455,Positive,"['in-flight service', 'ticketing', 'staff behavior', 'entertainment']",Non-Immediate,[],"Flew JNB to ATH via LHR. Really disappointed and expected so much more. After reading previous comments have to agree that British Airways standards have slipped dramatically. Having flown first on same routing a while back its very evident to see the cost cutting in all aspects that its definitely not worth it to pay that sort of pricing. Food not at all up to standard and can honestly say have had a better experience having flown business with Gulf and Asian carriers. Its a real shame as when you speak to staff on board all agree and are quite embarrassed. On a positive point, staff on all legs were really nice and helpful, just let down by a poor product."
456,Positive,"['baggage handling', 'seating', 'staff behavior']",Non-Immediate,[],
457,Positive,"['in-flight service', 'baggage handling', 'seating', 'staff behavior', 'delays', 'entertainment']",Non-Immediate,[],
458,Positive,"['ticketing', 'seating', 'delays']",Non-Immediate,[], 
459,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment']",Immediate,[],
460,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays', 'safety', 'cleanliness']",Non-Immediate,[],
461,Positive,"['in-flight service', 'baggage handling', 'seating']",Immediate,[],
462,Negative,"['in-flight service', 'ticketing', 'seating', 'delays']",Immediate,[],"Vancouver to London with British Airways, premium economy seat 12A. In flight tv was inoperative and the food was awful. On the way out from London the food was very good - why so bad from Vancouver? On the way out thre were trim bits loose inside the cabin giving the impression of bad care. I don't think the extra fare for premium economy is justified unless reasonable food is provided in both directions. Flights were on schedule, but on arrival we had to wait at London T3 for more than 20 minutes for a gate."
463,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment']",Immediate,[],
464,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment']",Immediate,[],
465,Negative,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'cleanliness']",Non-Immediate,[],
466,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'delays', 'entertainment']",Non-Immediate,[],
467,Positive,"['in-flight service', 'staff behavior']",Immediate,[],
468,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays']",Immediate,[], 
469,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment']",Immediate,[],   
470,Positive,"['baggage handling', 'ticketing']",Non-Immediate,[],
471,Positive,"['in-flight service', 'ticketing', 'staff behavior', 'delays', 'entertainment']",Non-Immediate,[],
472,Negative,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'entertainment']",Immediate,[],
473,Positive,"['in-flight service', 'seating', 'staff behavior', 'entertainment', 'cleanliness']",Non-Immediate,[],"Staff was helpful in both cities. The plane was on the older side, but clean. The tv's were not the biggest, but a wide selection of movies, tv shows, and music. The seats were comfortable and a good amount of legroom. The service was great and flight attendants attentive, food was good."
474,Negative,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment', 'cleanliness']",Non-Immediate,[],
475,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior']",Non-Immediate,[],
476,Positive,"['in-flight service', 'seating', 'staff behavior', 'delays', 'entertainment', 'cleanliness']",Non-Immediate,[],
477,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment']",Non-Immediate,['severe'],
478,Negative,"['in-flight service', 'ticketing', 'seating', 'entertainment']",Non-Immediate,[], 
479,Positive,"['in-flight service', 'seating', 'staff behavior']",Immediate,[],
480,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment', 'cleanliness']",Non-Immediate,[],"British Airways from London to Rio de Janeiro. Friendly cabin crew (ground staff a little sultry), clean modern cabin. Good announcements explained delay, and an attentive service for the flight. I pre booked our meal which means it comes far earlier than the wine and drinks, and without a few additions, such as cheese and crackers - but staff returned later with missing items. Not sure I'd pay for Premium Economy as really not a great deal of difference, other than space and food. Good selection of entertainment. Cabin crew present and attentive with juice and water for the flight. A good cup of tea and a kit kat available."
481,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment']",Non-Immediate,[],
482,Negative,"['ticketing', 'seating']",Non-Immediate,[],
483,Positive,"['in-flight service', 'ticketing', 'staff behavior', 'delays', 'safety']",Immediate,['emergency'],
484,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'entertainment']",Immediate,[],
485,Negative,"['in-flight service', 'ticketing', 'delays', 'entertainment']",Immediate,[],"This was the first time in a decade that I have flown British Airways economy across the Atlantic from London to Chicago. It wasn't as unpleasant as I had expected and I wouldn't mind doing it again. I was surprised by how minimalist the catering has become, including breakfast being reduced to a roll. Having said that, I'd be happy to buy some food at the airport, if only BA would allow passengers to buy a decent bottle of wine on board. It's when you pay for premium that the food becomes annoyingly bad."
